restaurant,item,calories,sodium,sugar,total_fat,protein
macdonald,Diet Coke (Medium),0,20,0,0.0,0
macdonald,Diet Coke (Large),0,35,0,0.0,0
macdonald,Diet Coke (Child),0,15,0,0.0,0
macdonald,Dr Pepper (Small),140,45,35,0.0,0
macdonald,Dr Pepper (Medium),190,65,51,0.0,0
macdonald,Dr Pepper (Large),270,90,70,0.0,0
macdonald,Dr Pepper (Child),100,30,26,0.0,0
macdonald,Diet Dr Pepper (Small),0,70,0,0.0,2
macdonald,Diet Dr Pepper (Medium),0,100,0,0.0,3
macdonald,Diet Dr Pepper (Large),0,140,0,0.0,4
macdonald,Diet Dr Pepper (Child),0,50,0,0.0,1
macdonald,Sprite (Small),140,30,37,0.0,0
macdonald,Sprite (Medium),200,45,54,0.0,0
macdonald,Sprite (Large),280,60,74,0.0,0
macdonald,Sprite (Child),100,25,27,0.0,0
macdonald,1% Low Fat Milk Jug,100,125,12,2.5,8
macdonald,Fat Free Chocolate Milk Jug,130,135,22,0.0,9
macdonald,Minute Maid 100% Apple Juice Box,80,15,19,0.0,0
macdonald,Minute Maid Orange Juice (Small),150,0,30,0.0,2
macdonald,Minute Maid Orange Juice (Medium),190,0,39,0.0,3
macdonald,Minute Maid Orange Juice (Large),280,5,58,0.0,4
macdonald,Dasani Water Bottle,0,0,0,0.0,0
macdonald,Iced Tea (Small),0,10,0,0.0,0
macdonald,Iced Tea (Medium),0,10,0,0.0,0
macdonald,Iced Tea (Large),0,15,0,0.0,0
macdonald,Iced Tea (Child),0,5,0,0.0,0
macdonald,Sweet Tea (Small),150,10,36,0.0,1
macdonald,Sweet Tea (Medium),180,10,45,0.0,1
macdonald,Sweet Tea (Large),220,10,54,0.0,1
macdonald,Sweet Tea (Child),110,5,27,0.0,0
macdonald,Coffee (Small),0,0,0,0.0,0
macdonald,Coffee (Medium),0,0,0,0.0,0
macdonald,Coffee (Large),0,0,0,0.0,0
macdonald,Latte (Small),170,115,12,9.0,9
macdonald,Latte (Medium),210,140,15,10.0,11
macdonald,Latte (Large),280,180,20,14.0,15
macdonald,Caramel Latte (Small),270,115,38,9.0,9
macdonald,Caramel Latte (Medium),340,140,48,10.0,11
macdonald,Caramel Latte (Large),430,180,59,14.0,15
macdonald,Hazelnut Latte (Small),270,115,38,9.0,9
macdonald,Hazelnut Latte (Medium),330,140,47,10.0,11
macdonald,Hazelnut Latte (Large),430,180,58,14.0,15
macdonald,French Vanilla Latte (Small),260,115,36,9.0,9
macdonald,French Vanilla Latte (Medium),330,140,45,10.0,11
macdonald,French Vanilla Latte (Large),420,190,56,14.0,15
macdonald,Latte with Sugar Free French Vanilla Syrup (Small),210,150,12,9.0,9
macdonald,Latte with Sugar Free French Vanilla Syrup (Medium),260,190,15,10.0,12
macdonald,Latte with Sugar Free French Vanilla Syrup (Large),330,240,20,14.0,15
macdonald,Nonfat Latte (Small),100,110,13,0.0,10
macdonald,Nonfat Latte (Medium),130,135,16,0.0,12
macdonald,Nonfat Latte (Large),170,180,21,0.5,16
macdonald,Nonfat Caramel Latte (Small),200,110,39,0.0,10
macdonald,Nonfat Caramel Latte (Medium),250,135,48,0.0,12
macdonald,Nonfat Caramel Latte (Large),310,180,59,0.5,16
macdonald,Nonfat Hazelnut Latte (Small),200,110,38,0.0,10
macdonald,Nonfat Hazelnut Latte (Medium),250,135,48,0.0,12
macdonald,Nonfat Hazelnut Latte (Large),310,180,59,0.5,16
macdonald,Nonfat French Vanilla Latte (Small),190,115,37,0.0,10
macdonald,Nonfat French Vanilla Latte (Medium),240,140,46,0.0,12
macdonald,Nonfat French Vanilla Latte (Large),300,180,56,0.5,16
macdonald,Nonfat Latte with Sugar Free French Vanilla Syrup (Small),140,150,13,0.0,10
macdonald,Nonfat Latte with Sugar Free French Vanilla Syrup (Medium),170,180,16,0.0,12
macdonald,Nonfat Latte with Sugar Free French Vanilla Syrup (Large),220,240,21,0.5,16
macdonald,Mocha (Small),340,150,42,11.0,10
macdonald,Mocha (Medium),410,190,53,14.0,13
macdonald,Mocha (Large),500,240,63,17.0,16
macdonald,Mocha with Nonfat Milk (Small),270,150,43,3.5,11
macdonald,Mocha with Nonfat Milk (Medium),330,190,53,3.5,13
macdonald,Mocha with Nonfat Milk (Large),390,240,64,4.0,17
macdonald,Caramel Mocha (Small),320,170,40,11.0,10
macdonald,Caramel Mocha (Medium),390,220,50,14.0,12
macdonald,Caramel Mocha (Large),480,270,60,17.0,16
macdonald,Nonfat Caramel Mocha (Small),250,170,41,3.5,10
macdonald,Nonfat Caramel Mocha (Medium),310,210,51,3.5,13
macdonald,Nonfat Caramel Mocha (Large),370,270,61,3.5,17
macdonald,Hot Chocolate (Small),360,180,45,13.0,11
macdonald,Hot Chocolate (Medium),440,220,56,16.0,14
macdonald,Hot Chocolate (Large),540,280,68,20.0,17
macdonald,Hot Chocolate with Nonfat Milk (Small),280,180,46,3.5,12
macdonald,Hot Chocolate with Nonfat Milk (Medium),340,220,57,3.5,14
macdonald,Hot Chocolate with Nonfat Milk (Large),400,280,69,3.5,19
macdonald,Regular Iced Coffee (Small),140,35,22,4.5,1
macdonald,Regular Iced Coffee (Medium),190,50,30,7.0,1
macdonald,Regular Iced Coffee (Large),270,75,45,9.0,2
macdonald,Caramel Iced Coffee (Small),130,35,21,4.5,1
macdonald,Caramel Iced Coffee (Medium),180,50,28,7.0,1
macdonald,Caramel Iced Coffee (Large),260,65,42,9.0,2
macdonald,Hazelnut Iced Coffee (Small),130,35,20,4.5,1
macdonald,Hazelnut Iced Coffee (Medium),180,50,28,7.0,1
macdonald,Hazelnut Iced Coffee (Large),250,75,41,9.0,2
macdonald,French Vanilla Iced Coffee (Small),120,40,19,4.5,1
macdonald,French Vanilla Iced Coffee (Medium),170,55,26,7.0,1
macdonald,French Vanilla Iced Coffee (Large),240,80,39,9.0,2
macdonald,Iced Coffee with Sugar Free French Vanilla Syrup (Small),80,65,1,4.5,1
macdonald,Iced Coffee with Sugar Free French Vanilla Syrup (Medium),120,90,2,7.0,1
macdonald,Iced Coffee with Sugar Free French Vanilla Syrup (Large),160,135,2,9.0,2
macdonald,Iced Mocha (Small),290,125,34,11.0,8
macdonald,Iced Mocha (Medium),350,150,43,13.0,9
macdonald,Iced Mocha (Large),480,220,62,16.0,14
macdonald,Iced Mocha with Nonfat Milk (Small),240,125,35,5.0,8
macdonald,Iced Mocha with Nonfat Milk (Medium),290,150,43,5.0,10
macdonald,Iced Mocha with Nonfat Milk (Large),390,220,62,6.0,14
macdonald,Iced Caramel Mocha (Small),280,140,33,11.0,8
macdonald,Iced Caramel Mocha (Medium),340,170,41,13.0,9
macdonald,Iced Caramel Mocha (Large),460,250,59,16.0,13
macdonald,Iced Nonfat Caramel Mocha (Small),230,140,33,5.0,8
macdonald,Iced Nonfat Caramel Mocha (Medium),270,170,41,5.0,10
macdonald,Iced Nonfat Caramel Mocha (Large),370,250,59,6.0,14
macdonald,Frappé Mocha (Small),450,125,57,18.0,7
macdonald,Frappé Mocha (Medium),550,160,71,22.0,9
macdonald,Frappé Mocha (Large),670,190,88,26.0,11
macdonald,Frappé Caramel (Small),450,125,57,19.0,7
macdonald,Frappé Caramel (Medium),550,160,71,23.0,9
macdonald,Frappé Caramel (Large),670,190,88,27.0,11
macdonald,Frappé Chocolate Chip (Small),530,135,67,23.0,8
macdonald,Frappé Chocolate Chip (Medium),630,160,81,26.0,9
macdonald,Frappé Chocolate Chip (Large),760,200,99,31.0,12
macdonald,Blueberry Pomegranate Smoothie (Small),220,40,44,0.5,2
macdonald,Blueberry Pomegranate Smoothie (Medium),260,50,54,1.0,3
macdonald,Blueberry Pomegranate Smoothie (Large),340,65,70,1.0,4
macdonald,Strawberry Banana Smoothie (Small),210,50,44,0.5,3
macdonald,Strawberry Banana Smoothie (Medium),250,60,54,1.0,4
macdonald,Strawberry Banana Smoothie (Large),330,80,70,1.0,5
macdonald,Mango Pineapple Smoothie (Small),210,40,46,0.5,2
macdonald,Mango Pineapple Smoothie (Medium),260,45,56,1.0,3
macdonald,Mango Pineapple Smoothie (Large),340,60,72,1.0,4
macdonald,Vanilla Shake (Small),530,160,63,15.0,11
macdonald,Vanilla Shake (Medium),660,200,81,19.0,14
macdonald,Vanilla Shake (Large),820,260,101,23.0,18
macdonald,Strawberry Shake (Small),550,160,79,16.0,12
macdonald,Strawberry Shake (Medium),690,210,100,20.0,15
macdonald,Strawberry Shake (Large),850,260,123,24.0,18
macdonald,Chocolate Shake (Small),560,240,77,16.0,12
macdonald,Chocolate Shake (Medium),700,300,97,20.0,15
macdonald,Chocolate Shake (Large),850,380,120,23.0,19
macdonald,Shamrock Shake (Medium),660,210,93,19.0,14
macdonald,Shamrock Shake (Large),820,260,115,23.0,18
macdonald,McFlurry with M&M’s Candies (Small),650,180,89,23.0,13
macdonald,McFlurry with M&M’s Candies (Medium),930,260,128,33.0,20
macdonald,McFlurry with M&M’s Candies (Snack),430,120,59,15.0,9
macdonald,McFlurry with Oreo Cookies (Small),510,280,64,17.0,12
macdonald,McFlurry with Oreo Cookies (Medium),690,380,85,23.0,15
macdonald,McFlurry with Oreo Cookies (Snack),340,190,43,11.0,8
macdonald,McFlurry with Reese's Peanut Butter Cups (Medium),810,400,103,32.0,21
macdonald,McFlurry with Reese's Peanut Butter Cups (Snack),410,200,51,16.0,10
no_brand_burger,NBB어메이징,725,1433,9,15,32
no_brand_burger,NBB시그니처,531,1138,9,9,21
no_brand_burger,NBB오리지널,439,642,8,6,17
no_brand_burger,스모키살사,450,1019,10,7,19
no_brand_burger,미트마니아,749,1796,9,13,37
no_brand_burger,그릴드불고기,426,699,12,5,16
no_brand_burger,갈릭앤갈릭,486,733,6,6,16
no_brand_burger,메가바이트,657,989,7,7,19
no_brand_burger,더블치즈베이컨시그니처,551,1485,7,9,25
no_brand_burger,스리라차치킨,520,1126,18,5,25
no_brand_burger,코울슬로치킨,556,1325,13,6,24
no_brand_burger,콰트로맥앤치즈,628,1279,6,12,24
no_brand_burger,투머치베이컨,613,1868,9,10,34
no_brand_burger,차플레핫치킨,459,1147,11,4,18
no_brand_burger,볼로네제미트,490,1352,9,7,27
no_brand_burger,감자튀김 M,209,281,1,2,3
no_brand_burger,감자튀김 L,313,422,1,2,5
no_brand_burger,어니언 도넛,348,536,4,2,4
no_brand_burger,NBB치킨너겟 3조각,134,397,1,1,10
no_brand_burger,NBB치킨너겟 5조각,223,662,2,1,17
no_brand_burger,크런치 오징어,136,364,1,1,8
no_brand_burger,크런치 윙 2조각,187,432,0,2,13
no_brand_burger,크런치 윙 4조각,373,865,1,4,26
no_brand_burger,인절미 치즈볼,370,385,8,5,10
no_brand_burger,슈가버터 프라이,397,369,22,6,6
no_brand_burger,크리스피 상하이포크 S,368,460,0,5,13
no_brand_burger,크리스피 상하이포크 L,1473,1840,1,19,51
no_brand_burger,페퍼로니 치아바타,540,1220,5,10,22
no_brand_burger,베러버거,440,1062,7,6,13
no_brand_burger,베러샐러드,127,658,8,2,3
no_brand_burger,치킨시저샐러드,285,608,2,3,14
no_brand_burger,상하이 포크샐러드,277,706,5,4,9
no_brand_burger,그린샐러드,90,298,5,2,2
no_brand_burger,그린샐러드 미니,73,281,5,1,1
no_brand_burger,에그프라이,74,209,0,1,4
no_brand_burger,아메리칸 치즈,45,220,1,2,2
no_brand_burger,스위스 치즈,42,175,0,2,4
no_brand_burger,베이컨,38,198,0,1,4
no_brand_burger,케첩(1회용),11,106,3,0,0
no_brand_burger,허니머스타드소스(1회용),34,78,3,0,0
no_brand_burger,스윗스파이시 소스,42,133,9,0,0
no_brand_burger,렌치소스,130,289,3,2,1
no_brand_burger,펩시콜라,129,9,31,0,0
no_brand_burger,사이다,129,9,31,0,0
no_brand_burger,미란다,149,32,40,0,0
no_brand_burger,펩시제로슈가(라임향),0,49,0,0,0
no_brand_burger,청귤라임에이드,227,38,56,0,0
no_brand_burger,오렌지쥬스,139,17,35,0,0
no_brand_burger,아메리카노,17,3,0,0,1
no_brand_burger,아이스아메리카노,17,3,0,0,1
no_brand_burger,브랜드콜라,160,25,40,0,0
no_brand_burger,브랜드사이다,152,5,38,0,0
no_brand_burger,브랜드콜라 제로,0,25,0,0,0
no_brand_burger,브랜드사이다 제로,0,5,0,0,0
no_brand_burger,오렌지주스(PET),132,95,26,0,2
prank_burger,프랭크버거(R),364.18,6.69,16.02,8.47,464.53
prank_burger,치즈버거(R),371.28,4.29,16.22,8.76,559.05
prank_burger,베이컨치즈버거(R),515.78,7.85,32.03,13.97,962.69
prank_burger,더블치즈버거(R),626.82,2.87,32.11,19.52,855.9
prank_burger,쉬림프버거(R),413.97,6.29,11.9,6.33,667.93
prank_burger,머쉬룸버거(R),465.86,9.2,19.08,11.56,939.98
prank_burger,JG버거(R),598.1,4.18,35.42,15.2,1272.98
prank_burger,SG불고기버거(R),353.31,8.21,16.25,6.97,445.3
prank_burger,SG크림치즈버거(R),428.53,5.43,23.41,11.02,877.56
prank_burger,프랭크버거(L),453.41,7.54,20.04,10.83,563.66
prank_burger,치즈버거(L),483.39,5.27,20.04,11.16,718.45
prank_burger,베이컨치즈버거(L),642.43,10.08,32.03,16.8,1148.6
prank_burger,더블치즈버거(L),687.04,4.55,33.45,19.51,1149.6
prank_burger,머쉬룸버거(L),665.3,13.58,26.75,18.1,1203.43
prank_burger,JG버거(L),828.28,6.42,48.23,22.28,1574.77
prank_burger,SG불고기버거(L),491.06,13.84,17.24,10.6,606.15
prank_burger,SG크림치즈버거(L),613.32,8.45,28.27,18.3,972.04
